DR Number,Address,Cross Street,Location 
130624793,HOLLYWOOD                    BL,WILCOX                       AV,"(34.1016, -118.331)"
130624811,LAS PALMAS,SANTA MONICA,"(34.0907, -118.3363)"
130624844,SUNSET                       BL,LA BREA                      AV,"(34.098, -118.3441)"
130624900,VINE,SELMA,"(34.0998, -118.3267)"
130624941,HOLLYWOOD                    BL,VINE                         ST,"(34.1016, -118.3267)"
130625051,HOLLYWOOD                    BL,LAS PALMAS                   AV,"(34.1016, -118.3361)"
130625052,HOLLYWOOD                    BL,LAS PALMAS                   AV,"(34.1016, -118.3361)"
130625058,SUNSET                       BL,WILTON                       PL,"(34.0981, -118.3136)"
130625122,LAUREL CANYON,KIRKWOOD                     AV,"(34.1089, -118.3697)"
130625137,SEWARD                       ST,ROMAINE                      ST,"(34.0889, -118.3332)"
130625159,WHITLEY,HOLLYWOOD,"(34.1016, -118.3333)"
130625179,HOLLYWOOD,ORANGE,"(34.1016, -118.3414)"
130625182,LAS PALMAS,SANTA MONICA,"(34.0907, -118.3363)"
130625211,SANTA MONICA                 BL,MC CADDEN                    PL,"(34.0907, -118.3374)"
130625226,SUNSET,HIGHLAND,"(34.098, -118.3387)"
130625238,HOLLYWOOD                    BL,BRONSON,"(34.1017, -118.318)"
130625245,GOWER,SUNSET,"(34.098, -118.3223)"
130625251,HOLLYWOOD                    BL,LAS PALMAS                   AV,"(34.1016, -118.3361)"
130625290,SANTA MONICA                 BL,HOBART,"(34.0908, -118.3046)"
130625401,WILTON,LEXINGTON,"(34.0928, -118.3136)"
130625440,VAN NESS,HOLLYWOOD                    BL,"(34.1017, -118.3158)"
130625475,LA BREA,SUNSET,"(34.098, -118.3445)"
130625575,WILCOX                       AV,HOLLYWOOD                    BL,"(34.1016, -118.331)"
130625578,MC CADDEN                    PL,SELMA,"(34.0997, -118.337)"
130625592,SUNSET,STANLEY,"(34.0981, -118.3561)"
130625594,SELMA,ARGYLE,"(34.0998, -118.3252)"
130625595,WILCOX,SUNSET,"(34.098, -118.331)"
130625631,FRANKLIN,WESTERN,"(34.1054, -118.3093)"
130625636,HIGHLAND                     AV,HOLLYWOOD                    BL,"(34.1016, -118.3387)"
130625637,HIGHLAND                     AV,HOLLYWOOD                    BL,"(34.1016, -118.3387)"
130625654,ORANGE,HOLLYWOOD,"(34.1016, -118.3414)"
130625663,ARGYLE                       AV,DIX                          ST,"(34.1083, -118.3252)"
130625668,VINE,YUCCA,"(34.1038, -118.3267)"
130625678,VINE                         ST,BANNER,"(34.0917, -118.3266)"
130625735,WILCOX                       AV,FRANKLIN                     AV,"(34.1053, -118.331)"
130625773,ORANGE,HOLLYWOOD,"(34.1016, -118.3414)"
130625792,HOLLYWOOD                    BL,VINE,"(34.1016, -118.3267)"
130625798,HOLLYWOOD                    BL,HIGHLAND,"(34.1016, -118.3387)"
130625830,HOLLYWOOD                    BL,VINE,"(34.1016, -118.3267)"
130625896,HIGHLAND,YUCCA,"(34.1032, -118.3383)"
131321174,23RD                         ST,CENTRAL                      AV,"(34.0213, -118.2534)"
130625909,HOLLYWOOD                    BL,VINE                         ST,"(34.1016, -118.3267)"
130625932,VINE,SUNSET,"(34.098, -118.3267)"
130625941,DE LONGPRE,ORANGE,"(34.0962, -118.3415)"
130625943,DE LONGPRE,COLE,"(34.0962, -118.3295)"
130625952,VINE,WILLOUGHBY,"(34.0871, -118.3266)"
130625977,GRAMERCY,MARATHON,"(34.0849, -118.3125)"
130625982,KINGSLEY,SANTA MONICA,"(34.0908, -118.3025)"
130626017,LEXINGTON,EL CENTRO,"(34.0926, -118.3244)"
130626166,SUNSET,LA BREA,"(34.098, -118.3441)"
130626179,LAS PALMAS,SELMA,"(34.0997, -118.3361)"
130626235,FRANKLIN,LA BREA,"(34.1035, -118.3489)"
130626251,MELROSE,WESTERN,"(34.0835, -118.3091)"
130626252,MELROSE,WESTERN,"(34.0835, -118.3091)"
130626302,HIGHLAND,HOLLYWOOD,"(34.1016, -118.3387)"
130626323,COLE,DE LONGPRE,"(34.0962, -118.3295)"
130626350,WILTON,HAROLD,"(34.0993, -118.3136)"
130626359,SANTA MONICA                 BL,CAHUENGA,"(34.0908, -118.3289)"
130626416,HOLLYWOOD,WESTERN,"(34.1017, -118.3093)"
130626546,WILLOUGHBY,VINE,"(34.0871, -118.3266)"
130626610,HARVARD,HOLLYWOOD,"(34.1018, -118.305)"
130626642,SUNSET,POINSETTIA,"(34.098, -118.3479)"
130626689,HOLLYWOOD                    BL,GOWER                        ST,"(34.1017, -118.3224)"
130626708,GRAMERCY,HOLLYWOOD,"(34.1017, -118.3123)"
130626743,WESTERN                      AV,SANTA MONICA                 BL,"(34.0908, -118.3092)"
130626778,HOLLYWOOD                    BL,HIGHLAND                     AV,"(34.1016, -118.3387)"
130626785,HOLLYCREST,BENDA,"(34.1273, -118.3442)"
130626803,SELMA                        AV,WILCOX                       AV,"(34.0998, -118.331)"
130626807,HOLLYWOOD                    BL,MC CADDEN                    PL,"(34.1016, -118.337)"
130626867,SAINT ANDREWS                PL,SUNSET                       BL,"(34.0981, -118.3114)"
130626877,HOBART                       BL,MARATHON                     AV,"(34.0846, -118.3051)"
130626950,SIERRA BONITA,SUNSET,"(34.0999, -118.3539)"
130626974,HOLLYWOOD                    BL,VINE,"(34.1016, -118.3267)"
130627019,SUNSET,VINE,"(34.098, -118.3267)"
130627104,YUCCA,CAHUENGA,"(34.104, -118.3297)"
130627176,FORMOSA                      AV,SUNSET                       BL,"(34.098, -118.3463)"
130627229,SANTA MONICA                 BL,HIGHLAND                     AV,"(34.0907, -118.3386)"
130627301,RUSSELL                      AV,RUSSELL                      AV,"(34.1042, -118.305)"
130627366,CAMERFORD,VINE,"(34.0844, -118.3266)"
130627374,HOLLYWOOD                    BL,VINE                         ST,"(34.1016, -118.3267)"
130627390,HOLLYWOOD,LAS PALMAS,"(34.1016, -118.3361)"
130700535,LA CIENEGA                   BL,WARING                       AV,"(34.0853, -118.3765)"
130700540,HAYWORTH,PICKFORD,"(34.0478, -118.3686)"
130700568,VENICE                       BL,COCHRAN                      BL,"(34.0447, -118.3538)"
130700587,MUIRFIELD                    AV,DOCKWEILER                   AV,"(34.0505, -118.334)"
130700589,PICO                         BL,LA BREA                      AV,"(34.0479, -118.3447)"
130700594,WASHINGTON                   BL,VICTORIA                     AV,"(34.0399, -118.3324)"
130700606,SAINT ELMO,RIMPAU,"(34.0434, -118.3418)"
130700616,SIERRA BONITA                AV,SAN VICENTE                  BL,"(34.0519, -118.3583)"
130700628,MELROSE                      AV,FAIRFAX                      AV,"(34.0838, -118.3614)"
130700639,MASCOT                       ST,LONGWOOD                     AV,"(34.041, -118.345)"
130700657,PICO                         BL,CRENSHAW                     BL,"(34.0478, -118.3267)"
130700660,WILSHIRE                     BL,LA BREA                      AV,"(34.0623, -118.344)"
130700680,PICO                         BL,OGDEN                        DR,"(34.0511, -118.3645)"
130700685,6TH                          ST,HAUSER                       BL,"(34.0649, -118.3525)"
130700712,FAIRFAX                      AV,PICO                         BL,"(34.0497, -118.367)"
130700714,LA BREA                      AV,VENICE                       BL,"(34.0459, -118.3454)"
130700725,LA BREA                      AV,23RD                         ST,"(34.0359, -118.3495)"
130700726,RIDGELEY                     DR,WILSHIRE                     BL,"(34.0624, -118.3504)"
130700730,15TH                         ST,5TH                          AV,"(34.0455, -118.3225)"
130700735,ROSEWOOD                     AV,STANLEY                      AV,"(34.0802, -118.3563)"
130700738,MANSFIELD                    AV,WASHINGTON                   BL,"(34.0406, -118.3486)"
130700740,ALTA VISTA,MELROSE                      AV,"(34.0835, -118.3474)"
130700742,WASHINGTON                   BL,ELECTRIC                     AV,"(34.0354, -118.3678)"
130700792,LA BREA                      BL,WASHINGTON                   BL,"(34.0404, -118.3475)"
130700853,ORANGE,PICO,"(34.0478, -118.347)"
130700859,VENICE                       BL,MARVIN                       AV,"(34.0436, -118.3611)"
130700868,LA BREA                      AV,VENICE                       BL,"(34.0459, -118.3454)"
130700877,FAIRFAX                      AV,PICO                         BL,"(34.0515, -118.3667)"
130700878,PICO                         BL,NORTON                       AV,"(34.0476, -118.3239)"
130700893,WHITWORTH,FAIRFAX,"(34.0559, -118.366)"
130700899,PICO                         BL,ORANGE                       DR,"(34.0478, -118.347)"
130700924,VENICE                       BL,LA BREA                      AV,"(34.046, -118.3453)"
130700972,WILLOUGHBY,VISTA,"(34.0872, -118.3522)"
130700976,LA BREA,VENICE,"(34.046, -118.3453)"
130700978,WASHINGTON                   BL,CRENSHAW                     BL,"(34.0399, -118.3324)"
130701023,FAIRFAX                      AV,DREXEL                       AV,"(34.0683, -118.3614)"
130701044,WASHINGTON                   BL,LA BREA                      AV,"(34.0404, -118.3475)"
130701070,SAINT ELMO                   DR,RIMPAU                       BL,"(34.0434, -118.3418)"
130701115,VENICE                       BL,LA BREA                      AV,"(34.046, -118.3453)"
130701184,ROSSMORE                     ST,ROSEWOOD                     AV,"(34.079, -118.3273)"
130701212,VENICE                       BL,RIMPAU                       BL,"(34.0466, -118.3405)"
130704033,PICO                         BL,CRENSHAW                     BL,"(34.048, -118.3281)"
130704055,WASHINGTON,WELLINGTON                   RD,"(34.0399, -118.3337)"
130704078,COCHRAN                      AV,3RD                          ST,"(34.0669, -118.3472)"
130704080,FAIRFAX                      AV,LINDENHURST,"(34.0657, -118.3614)"
130704092,6TH                          ST,ORANGE                       DR,"(34.0649, -118.3419)"
130704097,WASHINGTON                   BL,VINEYARD,"(34.0399, -118.3404)"
130704117,FAIRFAX                      AV,3RD                          ST,"(34.0708, -118.3614)"
130704120,WILSHIRE                     BL,RIDGELEY                     DR,"(34.0624, -118.3504)"
130704155,HAUSER                       BL,SAN VICENTE                  BL,"(34.0542, -118.3547)"
130704160,PICO                         BL,LA BREA                      AV,"(34.0479, -118.3447)"
130704203,REDONDO                      BL,WASHINGTON                   BL,"(34.0407, -118.353)"
130704251,SAN VICENTE                  BL,BEVERLY                      BL,"(34.0767, -118.3789)"
130704359,HAYWORTH,PICO,"(34.0518, -118.3679)"
130704360,LA BREA                      AV,3RD                          ST,"(34.0689, -118.344)"
130704362,WILSHIRE                     BL,RIMPAU                       BL,"(34.062, -118.3331)"
130704363,1ST                          ST,LARCHMONT,"(34.073, -118.3236)"
130704375,LAS PALMAS,MELROSE,"(34.0835, -118.3363)"
130704429,1ST                          ST,LA BREA                      AV,"(34.0736, -118.344)"
130704504,PICO                         BL,CARMONA                      AV,"(34.049, -118.3575)"
130704533,PICO                         BL,LA CIENEGA                   BL,"(34.0534, -118.3762)"
130704540,SWEETZER                     AV,3RD                          ST,"(34.0727, -118.37)"
130704565,LA JOLLA                     AV,BLACKBURN                    AV,"(34.0706, -118.3674)"
130704580,MELROSE                      AV,LA BREA                      AV,"(34.0835, -118.3441)"
130704630,FAIRFAX                      AV,6TH                          ST,"(34.0649, -118.3614)"
130704660,LA BREA,PICO                         BL,"(34.0479, -118.3447)"
130704671,3RD                          AV,WASHINGTON                   BL,"(34.0399, -118.3201)"
130704695,BRONSON,VENICE,"(34.0444, -118.3274)"
130704705,WARING                       AV,ORANGE                       DR,"(34.0853, -118.3416)"
130704706,ALTA VISTA,MELROSE,"(34.0835, -118.3474)"
130704739,WARING                       AV,ALTA VISTA                   BL,"(34.0853, -118.3474)"
130704742,21ST                         ST,DUNSMUIR                     AV,"(34.0398, -118.3567)"
130704747,LONGWOOD,17TH                         ST,"(34.0455, -118.3432)"
130704814,8TH                          ST,MANSFIELD                    AV,"(34.0605, -118.3413)"
130704847,SPAULDING,MELROSE,"(34.0837, -118.3574)"
130704848,BURNSIDE,PICO,"(34.048, -118.3549)"
130704856,PICO                         BL,CRENSHAW                     BL,"(34.0478, -118.3267)"
130704868,LA BREA                      AV,VENICE                       BL,"(34.0459, -118.3454)"
130704891,WASHINGTON                   BL,REDONDO                      BL,"(34.0412, -118.3528)"
130704915,CRESCENT HEIGHTS             BL,BLACKBURN                    AV,"(34.0704, -118.3652)"
130704920,PICO                         BL,RIMPAU                       BL,"(34.0488, -118.337)"
130704960,OLYMPIC                      BL,LA BREA,"(34.0572, -118.3459)"
130704974,HAUSER                       BL,6TH                          ST,"(34.0649, -118.3514)"
130705111,PICO                         BL,LA BREA                      AV,"(34.0479, -118.3447)"
130705180,COMEY                        AV,VENICE                       BL,"(34.0355, -118.3772)"
130705212,VENICE                       BL,LA BREA                      AV,"(34.046, -118.3453)"
130705238,CHEROKEE                     AV,MELROSE                      BL,"(34.0835, -118.3352)"
130705240,FAIRFAX                      BL,PICO                         BL,"(34.0497, -118.367)"
130705241,S  FAIRFAX                      AV,PICO                         BL,"(34.0497, -118.367)"
130705313,LA BREA                      AV,VENICE                       BL,"(34.046, -118.3453)"
130705352,CRESCENT HEIGHTS             BL,BEVERLY                      BL,"(34.0761, -118.3659)"
130705370,VENICE                       BL,LA BREA                      AV,"(34.046, -118.3453)"
130705435,ORLANDO                      AV,BLACKBURN                    AV,"(34.0721, -118.3733)"
130705442,VENICE                       BL,LA BREA                      AV,"(34.046, -118.3453)"
130705460,CRENSHAW,VENICE,"(34.0447, -118.3284)"
130705526,WASHINGTON                   BL,REDONDO                      BL,"(34.0414, -118.3539)"
130705566,LA CIENEGA                   BL,3RD                          ST,"(34.073, -118.3765)"
130705567,VENICE                       BL,LA BREA                      AV,"(34.046, -118.3453)"
130705575,CLINTON                      BL,EDINBURGH                    AV,"(34.0816, -118.3637)"
130705598,VISTA,MELROSE,"(34.0836, -118.3522)"
130705615,3RD                          ST,ROBERTSON                    BL,"(34.0736, -118.3838)"
130705617,ROSEWOOD                     AV,DETROIT                      ST,"(34.0803, -118.3452)"
130705631,CRENSHAW                     BL,WASHINGTON                   BL,"(34.0399, -118.3311)"
130705657,VENICE                       BL,REDONDO                      BL,"(34.0452, -118.3507)"
130705666,2ND                          ST,HUDSON                       ST,"(34.0721, -118.3316)"
130705705,LA BREA                      AV,SAN VICENTE                  BL,"(34.0504, -118.3442)"
130705725,PICO,LA BREA,"(34.0479, -118.3447)"
130705747,ORANGE GROVE                 AV,WHITWORTH,"(34.0555, -118.3639)"
130705778,PICO                         BL,CRENSHAW                     BL,"(34.0478, -118.3267)"
130705795,MELROSE,FAIRFAX,"(34.0838, -118.3614)"
130705891,ROSSMORE                     AV,6TH                          ST,"(34.0619, -118.3276)"
130705902,WASHINGTON                   BL,CRENSHAW                     BL,"(34.0399, -118.3324)"
130705906,SAN VICENTE                  BL,HAUSER                       AV,"(34.0545, -118.3554)"
130705947,PICO                         BL,REDONDO                      BL,"(34.048, -118.3493)"
130705952,APPLE,MARLIN,"(34.037, -118.3592)"
130706002,3RD                          ST,LA CIENEGA                   BL,"(34.0734, -118.3765)"
130706005,RIMPAU                       BL,SAINT ELMO                   DR,"(34.0434, -118.3418)"
130706048,FAIRFAX                      AV,MELROSE                      AV,"(34.0838, -118.3614)"
130706131,COCHRAN                      AV,SAN VICENTE                  BL,"(34.0528, -118.3509)"
130706259,ORANGE,MELROSE,"(34.0835, -118.3416)"
130706296,FAIRFAX                      AV,3RD                          ST,"(34.0716, -118.3614)"
130706297,FAIRFAX                      AV,PICO                         BL,"(34.0497, -118.367)"
130706298,MELROSE                      AV,FAIRFAX                      BL,"(34.0838, -118.3614)"
130706300,LA BREA                      AV,WILSHIRE                     BL,"(34.0623, -118.344)"
130706329,EDINBURGH                    AV,3RD                          ST,"(34.0719, -118.3637)"
130706411,GREGORY,SCHUMACHER,"(34.0619, -118.3729)"
130706562,PICO                         BL,CRENSHAW                     BL,"(34.048, -118.3281)"
130706570,WASHINGTON                   BL,BRONSON                      AV,"(34.0399, -118.3297)"
130706583,10TH                         AV,WASHINGTON                   BL,"(34.0399, -118.3276)"
130706613,LA CIENEGA                   BL,3RD                          ST,"(34.073, -118.3765)"
130706633,COCHRAN                      AV,21ST                         ST,"(34.0371, -118.3566)"
130706670,DAUPHIN                      AV,VENICE                       BL,"(34.0359, -118.3765)"
130706750,WASHINGTON                   BL,BURNSIDE                     AV,"(34.0405, -118.3576)"
130706751,6TH                          ST,MC CADDEN,"(34.0649, -118.3372)"
130706813,LA BREA                      AV,2ND                          ST,"(34.0711, -118.344)"
130706819,DETROIT                      ST,BEVERLY                      BL,"(34.0762, -118.3451)"
130706827,7TH                          AV,VENICE                       BL,"(34.0436, -118.3249)"
130706829,PICO                         BL,NORTON                       AV,"(34.0476, -118.3239)"
130706830,ARLINGTON                    AV,WASHINGTON                   BL,"(34.0399, -118.3177)"
130706859,SANTA MONICA                 BL,LA BREA,"(34.0344, -118.3497)"
130706886,LONGWOOD                     AV,SATURN                       BL,"(34.0446, -118.3436)"
